,CAM,CB,CDM,CF,CM,ID,LAM,LB,LCB,LCM,LDM,LF,LM,LS,LW,LWB,Preferred Positions,RAM,RB,RCB,RCM,RDM,RF,RM,RS,RW,RWB,ST
11422,54.0,64.0,61.0,54.0,55.0,217730,54.0,63.0,64.0,55.0,61.0,54.0,56.0,54.0,55.0,62.0,RB ,54.0,63.0,64.0,55.0,61.0,54.0,56.0,54.0,55.0,62.0,54.0
11423,45.0,63.0,58.0,44.0,48.0,237954,45.0,57.0,63.0,48.0,58.0,44.0,46.0,46.0,44.0,55.0,CB ,45.0,57.0,63.0,48.0,58.0,44.0,46.0,46.0,44.0,55.0,46.0
11424,34.0,63.0,53.0,35.0,39.0,238978,34.0,54.0,63.0,39.0,53.0,35.0,37.0,41.0,35.0,51.0,CB ,34.0,54.0,63.0,39.0,53.0,35.0,37.0,41.0,35.0,51.0,41.0
11425,56.0,63.0,63.0,54.0,58.0,191106,56.0,65.0,63.0,58.0,63.0,54.0,59.0,52.0,57.0,65.0,LWB CB ,56.0,65.0,63.0,58.0,63.0,54.0,59.0,52.0,57.0,65.0,52.0
11426,56.0,63.0,63.0,55.0,59.0,199555,56.0,60.0,63.0,59.0,63.0,55.0,55.0,58.0,54.0,59.0,CB CDM ,56.0,60.0,63.0,59.0,63.0,55.0,55.0,58.0,54.0,59.0,58.0
11427,42.0,63.0,57.0,40.0,46.0,203139,42.0,58.0,63.0,46.0,57.0,40.0,45.0,41.0,42.0,55.0,CB ,42.0,58.0,63.0,46.0,57.0,40.0,45.0,41.0,42.0,55.0,41.0
11428,59.0,48.0,49.0,60.0,56.0,207491,59.0,48.0,48.0,56.0,49.0,60.0,59.0,63.0,59.0,50.0,ST ,59.0,48.0,48.0,56.0,49.0,60.0,59.0,63.0,59.0,50.0,63.0
11429,60.0,32.0,37.0,62.0,52.0,224387,60.0,39.0,32.0,52.0,37.0,62.0,62.0,61.0,64.0,43.0,LW RW ,60.0,39.0,32.0,52.0,37.0,62.0,62.0,61.0,64.0,43.0,61.0
11430,62.0,37.0,41.0,63.0,54.0,239747,62.0,40.0,37.0,54.0,41.0,63.0,60.0,63.0,62.0,42.0,ST ,62.0,40.0,37.0,54.0,41.0,63.0,60.0,63.0,62.0,42.0,63.0
11431,60.0,51.0,51.0,60.0,59.0,181379,60.0,46.0,51.0,59.0,51.0,60.0,57.0,63.0,56.0,46.0,ST ,60.0,46.0,51.0,59.0,51.0,60.0,57.0,63.0,56.0,46.0,63.0
11432,,,,,,140420,,,,,,,,,,,GK ,,,,,,,,,,,
11433,62.0,44.0,48.0,64.0,56.0,215684,62.0,51.0,44.0,56.0,48.0,64.0,65.0,63.0,66.0,53.0,ST ,62.0,51.0,44.0,56.0,48.0,64.0,65.0,63.0,66.0,53.0,63.0
11434,55.0,61.0,59.0,56.0,55.0,202117,55.0,63.0,61.0,55.0,59.0,56.0,59.0,57.0,58.0,63.0,LB RB ,55.0,63.0,61.0,55.0,59.0,56.0,59.0,57.0,58.0,63.0,57.0
11435,55.0,62.0,60.0,56.0,56.0,198278,55.0,63.0,62.0,56.0,60.0,56.0,58.0,58.0,57.0,62.0,LM LB ,55.0,63.0,62.0,56.0,60.0,56.0,58.0,58.0,57.0,62.0,58.0
11436,53.0,60.0,57.0,54.0,52.0,213894,53.0,63.0,60.0,52.0,57.0,54.0,58.0,53.0,57.0,62.0,RB ,53.0,63.0,60.0,52.0,57.0,54.0,58.0,53.0,57.0,62.0,53.0
11437,47.0,63.0,60.0,46.0,51.0,183686,47.0,60.0,63.0,51.0,60.0,46.0,49.0,47.0,46.0,58.0,RB CB ,47.0,60.0,63.0,51.0,60.0,46.0,49.0,47.0,46.0,58.0,47.0
11438,51.0,64.0,59.0,53.0,51.0,223623,51.0,63.0,64.0,51.0,59.0,53.0,55.0,52.0,55.0,63.0,LB ,51.0,63.0,64.0,51.0,59.0,53.0,55.0,52.0,55.0,63.0,52.0
11439,45.0,63.0,56.0,46.0,48.0,224391,45.0,56.0,63.0,48.0,56.0,46.0,45.0,48.0,44.0,54.0,CB ,45.0,56.0,63.0,48.0,56.0,46.0,45.0,48.0,44.0,54.0,48.0
11440,63.0,43.0,48.0,62.0,61.0,230279,63.0,45.0,43.0,61.0,48.0,62.0,61.0,60.0,60.0,47.0,CM CAM ,63.0,45.0,43.0,61.0,48.0,62.0,61.0,60.0,60.0,47.0,60.0
11441,57.0,46.0,46.0,59.0,54.0,168583,57.0,45.0,46.0,54.0,46.0,59.0,57.0,63.0,57.0,47.0,ST ,57.0,45.0,46.0,54.0,46.0,59.0,57.0,63.0,57.0,47.0,63.0
11442,,,,,,204424,,,,,,,,,,,GK ,,,,,,,,,,,
11443,59.0,42.0,45.0,61.0,55.0,207496,59.0,45.0,42.0,55.0,45.0,61.0,60.0,63.0,61.0,48.0,ST ,59.0,45.0,42.0,55.0,45.0,61.0,60.0,63.0,61.0,48.0,63.0
11444,,,,,,191112,,,,,,,,,,,GK ,,,,,,,,,,,
11445,53.0,63.0,61.0,51.0,54.0,211593,53.0,62.0,63.0,54.0,61.0,51.0,55.0,48.0,53.0,61.0,RB CB ,53.0,62.0,63.0,54.0,61.0,51.0,55.0,48.0,53.0,61.0,48.0
11446,58.0,61.0,61.0,57.0,58.0,219785,58.0,63.0,61.0,58.0,61.0,57.0,61.0,54.0,59.0,63.0,LB ,58.0,63.0,61.0,58.0,61.0,57.0,61.0,54.0,59.0,63.0,54.0
11447,57.0,59.0,59.0,57.0,57.0,236681,57.0,63.0,59.0,57.0,59.0,57.0,61.0,57.0,60.0,63.0,RM RB ,57.0,63.0,59.0,57.0,59.0,57.0,61.0,57.0,60.0,63.0,57.0
11448,64.0,32.0,45.0,63.0,60.0,186761,64.0,42.0,32.0,60.0,45.0,63.0,63.0,59.0,63.0,47.0,RM ,64.0,42.0,32.0,60.0,45.0,63.0,63.0,59.0,63.0,47.0,59.0
11449,61.0,39.0,45.0,62.0,55.0,215434,61.0,48.0,39.0,55.0,45.0,62.0,63.0,60.0,64.0,50.0,RM LW RW ,61.0,48.0,39.0,55.0,45.0,62.0,63.0,60.0,64.0,50.0,60.0
11450,56.0,59.0,63.0,51.0,59.0,239498,56.0,59.0,59.0,59.0,63.0,51.0,55.0,45.0,53.0,59.0,CM CDM ,56.0,59.0,59.0,59.0,63.0,51.0,55.0,45.0,53.0,59.0,45.0
11451,62.0,43.0,49.0,61.0,58.0,239754,62.0,50.0,43.0,58.0,49.0,61.0,63.0,58.0,62.0,52.0,RM ,62.0,50.0,43.0,58.0,49.0,61.0,63.0,58.0,62.0,52.0,58.0
11452,57.0,45.0,45.0,61.0,52.0,193930,57.0,47.0,45.0,52.0,45.0,61.0,56.0,63.0,59.0,47.0,ST ,57.0,47.0,45.0,52.0,45.0,61.0,56.0,63.0,59.0,47.0,63.0
11453,57.0,62.0,62.0,56.0,59.0,199307,57.0,63.0,62.0,59.0,62.0,56.0,60.0,55.0,58.0,63.0,RM RB ,57.0,63.0,62.0,59.0,62.0,56.0,60.0,55.0,58.0,63.0,55.0
11454,61.0,61.0,60.0,62.0,60.0,214923,61.0,63.0,61.0,60.0,60.0,62.0,63.0,61.0,63.0,64.0,LM LB ,61.0,63.0,61.0,60.0,60.0,62.0,63.0,61.0,63.0,64.0,61.0
11455,57.0,62.0,63.0,55.0,59.0,219275,57.0,61.0,62.0,59.0,63.0,55.0,56.0,54.0,55.0,60.0,CB CM CDM ,57.0,61.0,62.0,59.0,63.0,55.0,56.0,54.0,55.0,60.0,54.0
11456,53.0,46.0,44.0,57.0,50.0,160139,53.0,43.0,46.0,50.0,44.0,57.0,52.0,63.0,54.0,43.0,ST ,53.0,43.0,46.0,50.0,44.0,57.0,52.0,63.0,54.0,43.0,63.0
11457,61.0,54.0,60.0,57.0,63.0,236427,61.0,56.0,54.0,63.0,60.0,57.0,61.0,52.0,58.0,58.0,CM ,61.0,56.0,54.0,63.0,60.0,57.0,61.0,52.0,58.0,58.0,52.0
11458,55.0,63.0,62.0,53.0,58.0,192651,55.0,61.0,63.0,58.0,62.0,53.0,57.0,51.0,54.0,61.0,CDM CB ,55.0,61.0,63.0,58.0,62.0,53.0,57.0,51.0,54.0,61.0,51.0
11459,60.0,62.0,61.0,60.0,60.0,237964,60.0,63.0,62.0,60.0,61.0,60.0,61.0,60.0,61.0,62.0,LM LB ,60.0,63.0,62.0,60.0,61.0,60.0,61.0,60.0,61.0,62.0,60.0
11460,61.0,35.0,40.0,63.0,54.0,223629,61.0,43.0,35.0,54.0,40.0,63.0,63.0,63.0,64.0,46.0,CAM ST LM ,61.0,43.0,35.0,54.0,40.0,63.0,63.0,63.0,64.0,46.0,63.0
11461,,,,,,223885,,,,,,,,,,,GK ,,,,,,,,,,,
11462,,,,,,240781,,,,,,,,,,,GK ,,,,,,,,,,,
11463,62.0,47.0,50.0,63.0,58.0,177549,62.0,50.0,47.0,58.0,50.0,63.0,64.0,63.0,64.0,52.0,ST RM RW ,62.0,50.0,47.0,58.0,50.0,63.0,64.0,63.0,64.0,52.0,63.0
11464,63.0,50.0,54.0,63.0,61.0,210574,63.0,53.0,50.0,61.0,54.0,63.0,64.0,62.0,63.0,55.0,CAM ,63.0,53.0,50.0,61.0,54.0,63.0,64.0,62.0,63.0,55.0,62.0
11465,48.0,65.0,59.0,49.0,50.0,229518,48.0,63.0,65.0,50.0,59.0,49.0,53.0,50.0,51.0,62.0,CB LB ,48.0,63.0,65.0,50.0,59.0,49.0,53.0,50.0,51.0,62.0,50.0
11466,59.0,33.0,36.0,61.0,50.0,232590,59.0,37.0,33.0,50.0,36.0,61.0,57.0,63.0,60.0,40.0,CF LM ST ,59.0,37.0,33.0,50.0,36.0,61.0,57.0,63.0,60.0,40.0,63.0
11467,61.0,34.0,38.0,65.0,51.0,209039,61.0,43.0,34.0,51.0,38.0,65.0,63.0,64.0,65.0,46.0,ST LM RM ,61.0,43.0,34.0,51.0,38.0,65.0,63.0,64.0,65.0,46.0,64.0
11468,59.0,42.0,44.0,61.0,54.0,221839,59.0,43.0,42.0,54.0,44.0,61.0,58.0,63.0,59.0,44.0,RM ST ,59.0,43.0,42.0,54.0,44.0,61.0,58.0,63.0,59.0,44.0,63.0
11469,61.0,62.0,64.0,60.0,63.0,164495,61.0,62.0,62.0,63.0,64.0,60.0,62.0,57.0,60.0,63.0,CDM CM ,61.0,62.0,62.0,63.0,64.0,60.0,62.0,57.0,60.0,63.0,57.0
11470,63.0,48.0,51.0,63.0,59.0,187279,63.0,53.0,48.0,59.0,51.0,63.0,63.0,60.0,64.0,55.0,RM ,63.0,53.0,48.0,59.0,51.0,63.0,63.0,60.0,64.0,55.0,60.0
11471,60.0,61.0,63.0,58.0,62.0,212624,60.0,61.0,61.0,62.0,63.0,58.0,60.0,56.0,58.0,62.0,CM CDM ,60.0,61.0,61.0,62.0,63.0,58.0,60.0,56.0,58.0,62.0,56.0
11472,53.0,61.0,57.0,53.0,52.0,224656,53.0,63.0,61.0,52.0,57.0,53.0,58.0,51.0,57.0,62.0,RB ,53.0,63.0,61.0,52.0,57.0,53.0,58.0,51.0,57.0,62.0,51.0
11473,54.0,63.0,61.0,54.0,55.0,198034,54.0,63.0,63.0,55.0,61.0,54.0,56.0,55.0,56.0,62.0,CB ,54.0,63.0,63.0,55.0,61.0,54.0,56.0,55.0,56.0,62.0,55.0
11474,58.0,62.0,63.0,57.0,61.0,223378,58.0,62.0,62.0,61.0,63.0,57.0,59.0,55.0,57.0,62.0,CM CDM ,58.0,62.0,62.0,61.0,63.0,57.0,59.0,55.0,57.0,62.0,55.0
11475,37.0,63.0,55.0,36.0,41.0,232338,37.0,57.0,63.0,41.0,55.0,36.0,39.0,39.0,37.0,54.0,CB ,37.0,57.0,63.0,41.0,55.0,36.0,39.0,39.0,37.0,54.0,39.0
11476,60.0,34.0,39.0,61.0,53.0,239250,60.0,38.0,34.0,53.0,39.0,61.0,58.0,63.0,59.0,41.0,RW LW ST ,60.0,38.0,34.0,53.0,39.0,61.0,58.0,63.0,59.0,41.0,63.0
11477,63.0,35.0,41.0,64.0,54.0,215443,63.0,43.0,35.0,54.0,41.0,64.0,64.0,61.0,66.0,47.0,CF LM CAM ,63.0,43.0,35.0,54.0,41.0,64.0,64.0,61.0,66.0,47.0,61.0
11478,39.0,63.0,56.0,40.0,44.0,234387,39.0,55.0,63.0,44.0,56.0,40.0,41.0,44.0,39.0,53.0,CB ,39.0,55.0,63.0,44.0,56.0,40.0,41.0,44.0,39.0,53.0,44.0
11479,62.0,58.0,61.0,62.0,63.0,171923,62.0,63.0,58.0,63.0,61.0,62.0,64.0,60.0,63.0,64.0,LM CAM CM ,62.0,63.0,58.0,63.0,61.0,62.0,64.0,60.0,63.0,64.0,60.0
11480,45.0,63.0,55.0,48.0,46.0,195219,45.0,58.0,63.0,46.0,55.0,48.0,47.0,54.0,47.0,56.0,CB ,45.0,58.0,63.0,46.0,55.0,48.0,47.0,54.0,47.0,56.0,54.0
11481,62.0,65.0,64.0,63.0,62.0,197012,62.0,63.0,65.0,62.0,64.0,63.0,63.0,64.0,63.0,63.0,CB CDM LB RB ,62.0,63.0,65.0,62.0,64.0,63.0,63.0,64.0,63.0,63.0,64.0
11482,53.0,65.0,63.0,53.0,58.0,214164,53.0,59.0,65.0,58.0,63.0,53.0,55.0,53.0,51.0,58.0,CDM ,53.0,59.0,65.0,58.0,63.0,53.0,55.0,53.0,51.0,58.0,53.0
11483,63.0,34.0,45.0,61.0,57.0,188308,63.0,45.0,34.0,57.0,45.0,61.0,64.0,55.0,64.0,50.0,CAM ,63.0,45.0,34.0,57.0,45.0,61.0,64.0,55.0,64.0,50.0,55.0
11484,58.0,43.0,44.0,61.0,53.0,205461,58.0,44.0,43.0,53.0,44.0,61.0,59.0,63.0,60.0,46.0,ST ,58.0,44.0,43.0,53.0,44.0,61.0,59.0,63.0,60.0,46.0,63.0
11485,48.0,63.0,61.0,46.0,53.0,187029,48.0,60.0,63.0,53.0,61.0,46.0,49.0,44.0,46.0,59.0,RB CB ,48.0,60.0,63.0,53.0,61.0,46.0,49.0,44.0,46.0,59.0,44.0
11486,62.0,51.0,54.0,62.0,60.0,200086,62.0,53.0,51.0,60.0,54.0,62.0,62.0,63.0,62.0,54.0,CAM ST ,62.0,53.0,51.0,60.0,54.0,62.0,62.0,63.0,62.0,54.0,63.0
11487,,,,,,204438,,,,,,,,,,,GK ,,,,,,,,,,,
11488,63.0,61.0,63.0,61.0,64.0,222102,63.0,63.0,61.0,64.0,63.0,61.0,63.0,59.0,62.0,63.0,CAM CDM ,63.0,63.0,61.0,64.0,63.0,61.0,63.0,59.0,62.0,63.0,59.0
11489,60.0,39.0,42.0,61.0,54.0,226710,60.0,37.0,39.0,54.0,42.0,61.0,55.0,63.0,57.0,39.0,ST ,60.0,37.0,39.0,54.0,42.0,61.0,55.0,63.0,57.0,39.0,63.0
11490,65.0,52.0,57.0,64.0,63.0,232342,65.0,57.0,52.0,63.0,57.0,64.0,65.0,61.0,64.0,59.0,RM CM ,65.0,57.0,52.0,63.0,57.0,64.0,65.0,61.0,64.0,59.0,61.0
11491,56.0,62.0,62.0,55.0,58.0,181910,56.0,63.0,62.0,58.0,62.0,55.0,58.0,53.0,57.0,63.0,LB RWB RB ,56.0,63.0,62.0,58.0,62.0,55.0,58.0,53.0,57.0,63.0,53.0
11492,55.0,36.0,36.0,60.0,46.0,191126,55.0,39.0,36.0,46.0,36.0,60.0,55.0,63.0,58.0,41.0,ST ,55.0,39.0,36.0,46.0,36.0,60.0,55.0,63.0,58.0,41.0,63.0
11493,,,,,,198039,,,,,,,,,,,GK ,,,,,,,,,,,
11494,,,,,,199831,,,,,,,,,,,GK ,,,,,,,,,,,
11495,51.0,63.0,61.0,50.0,55.0,228759,51.0,63.0,63.0,55.0,61.0,50.0,55.0,48.0,52.0,62.0,LWB LB ,51.0,63.0,63.0,55.0,61.0,50.0,55.0,48.0,52.0,62.0,48.0
11496,60.0,41.0,44.0,62.0,53.0,235671,60.0,47.0,41.0,53.0,44.0,62.0,63.0,61.0,64.0,50.0,RM ,60.0,47.0,41.0,53.0,44.0,62.0,63.0,61.0,64.0,50.0,61.0
11497,56.0,67.0,65.0,55.0,59.0,204184,56.0,63.0,67.0,59.0,65.0,55.0,56.0,54.0,55.0,63.0,CB RB ,56.0,63.0,67.0,59.0,65.0,55.0,56.0,54.0,55.0,63.0,54.0
11498,47.0,63.0,59.0,46.0,49.0,211096,47.0,62.0,63.0,49.0,59.0,46.0,50.0,44.0,48.0,61.0,RB CB ,47.0,62.0,63.0,49.0,59.0,46.0,50.0,44.0,48.0,61.0,44.0
11499,,,,,,214680,,,,,,,,,,,GK ,,,,,,,,,,,
11500,62.0,46.0,49.0,63.0,58.0,223896,62.0,48.0,46.0,58.0,49.0,63.0,63.0,65.0,63.0,50.0,LM ,62.0,48.0,46.0,58.0,49.0,63.0,63.0,65.0,63.0,50.0,65.0
11501,56.0,62.0,58.0,55.0,54.0,239768,56.0,63.0,62.0,54.0,58.0,55.0,59.0,54.0,58.0,62.0,RB ,56.0,63.0,62.0,54.0,58.0,55.0,59.0,54.0,58.0,62.0,54.0
11502,63.0,51.0,54.0,63.0,60.0,220569,63.0,55.0,51.0,60.0,54.0,63.0,63.0,62.0,63.0,56.0,LM ,63.0,55.0,51.0,60.0,54.0,63.0,63.0,62.0,63.0,56.0,62.0
11503,67.0,39.0,46.0,67.0,60.0,160153,67.0,50.0,39.0,60.0,46.0,67.0,68.0,63.0,69.0,53.0,LM CF ST ,67.0,50.0,39.0,60.0,46.0,67.0,68.0,63.0,69.0,53.0,63.0
11504,62.0,49.0,52.0,63.0,59.0,228249,62.0,50.0,49.0,59.0,52.0,63.0,61.0,63.0,62.0,51.0,ST ,62.0,50.0,49.0,59.0,52.0,63.0,61.0,63.0,62.0,51.0,63.0
11505,64.0,59.0,62.0,63.0,64.0,233369,64.0,63.0,59.0,64.0,62.0,63.0,65.0,59.0,64.0,64.0,LM LB ,64.0,63.0,59.0,64.0,62.0,63.0,65.0,59.0,64.0,64.0,59.0
11506,44.0,63.0,59.0,42.0,49.0,140442,44.0,57.0,63.0,49.0,59.0,42.0,45.0,45.0,42.0,55.0,CB ,44.0,57.0,63.0,49.0,59.0,42.0,45.0,45.0,42.0,55.0,45.0
11507,47.0,63.0,57.0,48.0,49.0,216730,47.0,57.0,63.0,49.0,57.0,48.0,47.0,50.0,46.0,55.0,CM CB ,47.0,57.0,63.0,49.0,57.0,48.0,47.0,50.0,46.0,55.0,50.0
11508,63.0,42.0,49.0,62.0,59.0,134811,63.0,46.0,42.0,59.0,49.0,62.0,62.0,60.0,63.0,49.0,CM CAM ,63.0,46.0,42.0,59.0,49.0,62.0,62.0,60.0,63.0,49.0,60.0
11509,63.0,59.0,62.0,62.0,63.0,232859,63.0,62.0,59.0,63.0,62.0,62.0,64.0,61.0,63.0,63.0,CDM RB CM ,63.0,62.0,59.0,63.0,62.0,62.0,64.0,61.0,63.0,63.0,61.0
11510,63.0,40.0,45.0,63.0,57.0,239003,63.0,46.0,40.0,57.0,45.0,63.0,63.0,62.0,64.0,49.0,RW ,63.0,46.0,40.0,57.0,45.0,63.0,63.0,62.0,64.0,49.0,62.0
11511,63.0,40.0,45.0,63.0,57.0,191387,63.0,44.0,40.0,57.0,45.0,63.0,62.0,64.0,63.0,47.0,LM CAM ,63.0,44.0,40.0,57.0,45.0,63.0,62.0,64.0,63.0,47.0,64.0
11512,62.0,63.0,63.0,61.0,63.0,233884,62.0,62.0,63.0,63.0,63.0,61.0,62.0,59.0,61.0,62.0,CM CDM ,62.0,62.0,63.0,63.0,63.0,61.0,62.0,59.0,61.0,62.0,59.0
11513,62.0,61.0,63.0,61.0,63.0,188316,62.0,63.0,61.0,63.0,63.0,61.0,63.0,61.0,61.0,64.0,CDM CM ,62.0,63.0,61.0,63.0,63.0,61.0,63.0,61.0,61.0,64.0,61.0
11514,,,,,,201117,,,,,,,,,,,GK ,,,,,,,,,,,
11515,61.0,61.0,63.0,60.0,63.0,138909,61.0,62.0,61.0,63.0,63.0,60.0,62.0,58.0,60.0,62.0,RM LM CDM CM ,61.0,62.0,61.0,63.0,63.0,60.0,62.0,58.0,60.0,62.0,58.0
11516,61.0,48.0,54.0,61.0,60.0,232861,61.0,53.0,48.0,60.0,54.0,61.0,63.0,59.0,62.0,56.0,RM ,61.0,53.0,48.0,60.0,54.0,61.0,63.0,59.0,62.0,56.0,59.0
11517,55.0,62.0,61.0,55.0,56.0,237469,55.0,63.0,62.0,56.0,61.0,55.0,60.0,53.0,57.0,64.0,LM LB ,55.0,63.0,62.0,56.0,61.0,55.0,60.0,53.0,57.0,64.0,53.0
11518,54.0,62.0,61.0,52.0,58.0,179869,54.0,63.0,62.0,58.0,61.0,52.0,57.0,50.0,54.0,63.0,LWB LB ,54.0,63.0,62.0,58.0,61.0,52.0,57.0,50.0,54.0,63.0,50.0
11519,64.0,33.0,41.0,65.0,56.0,214942,64.0,41.0,33.0,56.0,41.0,65.0,63.0,63.0,64.0,45.0,ST ,64.0,41.0,33.0,56.0,41.0,65.0,63.0,63.0,64.0,45.0,63.0
11520,,,,,,216478,,,,,,,,,,,GK ,,,,,,,,,,,
11521,,,,,,217502,,,,,,,,,,,GK ,,,,,,,,,,,
11522,60.0,42.0,44.0,62.0,54.0,232094,60.0,46.0,42.0,54.0,44.0,62.0,59.0,63.0,60.0,47.0,ST ,60.0,46.0,42.0,54.0,44.0,62.0,59.0,63.0,60.0,47.0,63.0
11523,48.0,61.0,59.0,46.0,52.0,190110,48.0,64.0,61.0,52.0,59.0,46.0,54.0,43.0,50.0,63.0,LM LWB ,48.0,64.0,61.0,52.0,59.0,46.0,54.0,43.0,50.0,63.0,43.0
11524,43.0,63.0,55.0,43.0,44.0,220063,43.0,56.0,63.0,44.0,55.0,43.0,44.0,44.0,43.0,54.0,CB ,43.0,56.0,63.0,44.0,55.0,43.0,44.0,44.0,43.0,54.0,44.0
11525,55.0,61.0,60.0,55.0,56.0,220575,55.0,63.0,61.0,56.0,60.0,55.0,58.0,53.0,56.0,63.0,LB ,55.0,63.0,61.0,56.0,60.0,55.0,58.0,53.0,56.0,63.0,53.0
11526,57.0,63.0,61.0,56.0,58.0,188831,57.0,63.0,63.0,58.0,61.0,56.0,59.0,57.0,58.0,63.0,LB ,57.0,63.0,63.0,58.0,61.0,56.0,59.0,57.0,58.0,63.0,57.0
11527,47.0,63.0,59.0,43.0,51.0,189343,47.0,60.0,63.0,51.0,59.0,43.0,49.0,41.0,46.0,58.0,LB RB CB ,47.0,60.0,63.0,51.0,59.0,43.0,49.0,41.0,46.0,58.0,41.0
11528,58.0,46.0,46.0,60.0,53.0,213152,58.0,45.0,46.0,53.0,46.0,60.0,57.0,63.0,58.0,46.0,ST ,58.0,45.0,46.0,53.0,46.0,60.0,57.0,63.0,58.0,46.0,63.0
11529,62.0,40.0,44.0,64.0,57.0,160160,62.0,46.0,40.0,57.0,44.0,64.0,62.0,63.0,64.0,48.0,CAM LM ST ,62.0,46.0,40.0,57.0,44.0,64.0,62.0,63.0,64.0,48.0,63.0
11530,60.0,63.0,63.0,59.0,60.0,235424,60.0,64.0,63.0,60.0,63.0,59.0,61.0,56.0,60.0,64.0,CM CDM ,60.0,64.0,63.0,60.0,63.0,59.0,61.0,56.0,60.0,64.0,56.0
11531,57.0,62.0,63.0,55.0,60.0,215969,57.0,63.0,62.0,60.0,63.0,55.0,59.0,52.0,57.0,63.0,RB LB ,57.0,63.0,62.0,60.0,63.0,55.0,59.0,52.0,57.0,63.0,52.0
11532,,,,,,220833,,,,,,,,,,,GK ,,,,,,,,,,,
11533,58.0,48.0,48.0,60.0,56.0,156321,58.0,43.0,48.0,56.0,48.0,60.0,56.0,63.0,56.0,44.0,ST ,58.0,43.0,48.0,56.0,48.0,60.0,56.0,63.0,56.0,44.0,63.0
11534,63.0,44.0,50.0,62.0,59.0,232609,63.0,51.0,44.0,59.0,50.0,62.0,63.0,59.0,64.0,54.0,LM CAM ,63.0,51.0,44.0,59.0,50.0,62.0,63.0,59.0,64.0,54.0,59.0
11535,59.0,37.0,40.0,62.0,51.0,177313,59.0,42.0,37.0,51.0,40.0,62.0,59.0,63.0,61.0,45.0,ST ,59.0,42.0,37.0,51.0,40.0,62.0,59.0,63.0,61.0,45.0,63.0
11536,62.0,45.0,47.0,63.0,55.0,211618,62.0,48.0,45.0,55.0,47.0,63.0,63.0,64.0,65.0,50.0,RM ST LM ,62.0,48.0,45.0,55.0,47.0,63.0,63.0,64.0,65.0,50.0,64.0
11537,39.0,63.0,54.0,38.0,42.0,211874,39.0,54.0,63.0,42.0,54.0,38.0,39.0,41.0,37.0,50.0,CDM CB ,39.0,54.0,63.0,42.0,54.0,38.0,39.0,41.0,37.0,50.0,41.0
11538,63.0,36.0,44.0,62.0,57.0,221346,63.0,45.0,36.0,57.0,44.0,62.0,63.0,57.0,63.0,48.0,CAM RM ,63.0,45.0,36.0,57.0,44.0,62.0,63.0,57.0,63.0,48.0,57.0
11539,64.0,52.0,58.0,61.0,63.0,234914,64.0,57.0,52.0,63.0,58.0,61.0,63.0,57.0,62.0,58.0,CDM CM ,64.0,57.0,52.0,63.0,58.0,61.0,63.0,57.0,62.0,58.0,57.0
11540,54.0,61.0,60.0,53.0,55.0,239010,54.0,63.0,61.0,55.0,60.0,53.0,57.0,50.0,55.0,63.0,RB ,54.0,63.0,61.0,55.0,60.0,53.0,57.0,50.0,55.0,63.0,50.0
11541,42.0,63.0,55.0,43.0,44.0,215971,42.0,57.0,63.0,44.0,55.0,43.0,42.0,46.0,42.0,54.0,CB ,42.0,57.0,63.0,44.0,55.0,43.0,42.0,46.0,42.0,54.0,46.0
11542,57.0,63.0,62.0,55.0,60.0,221603,57.0,60.0,63.0,60.0,62.0,55.0,57.0,54.0,55.0,61.0,RB CB ,57.0,60.0,63.0,60.0,62.0,55.0,57.0,54.0,55.0,61.0,54.0
11543,57.0,62.0,63.0,55.0,60.0,224163,57.0,63.0,62.0,60.0,63.0,55.0,59.0,53.0,57.0,63.0,CDM ,57.0,63.0,62.0,60.0,63.0,55.0,59.0,53.0,57.0,63.0,53.0
11544,62.0,47.0,53.0,61.0,60.0,234915,62.0,52.0,47.0,60.0,53.0,61.0,63.0,58.0,62.0,55.0,CAM RM ,62.0,52.0,47.0,60.0,53.0,61.0,63.0,58.0,62.0,55.0,58.0
11545,62.0,60.0,62.0,61.0,62.0,172195,62.0,63.0,60.0,62.0,62.0,61.0,63.0,60.0,62.0,64.0,CM LB LW LM ,62.0,63.0,60.0,62.0,62.0,61.0,63.0,60.0,62.0,64.0,60.0
11546,60.0,37.0,39.0,63.0,52.0,240547,60.0,41.0,37.0,52.0,39.0,63.0,59.0,63.0,61.0,43.0,ST ,60.0,41.0,37.0,52.0,39.0,63.0,59.0,63.0,61.0,43.0,63.0
11547,53.0,64.0,63.0,51.0,58.0,142244,53.0,59.0,64.0,58.0,63.0,51.0,53.0,52.0,50.0,58.0,CM CB CDM ,53.0,59.0,64.0,58.0,63.0,51.0,53.0,52.0,50.0,58.0,52.0
11548,53.0,63.0,60.0,51.0,55.0,214948,53.0,60.0,63.0,55.0,60.0,51.0,53.0,50.0,51.0,58.0,CDM CB ,53.0,60.0,63.0,55.0,60.0,51.0,53.0,50.0,51.0,58.0,50.0
11549,66.0,47.0,53.0,64.0,63.0,140453,66.0,49.0,47.0,63.0,53.0,64.0,64.0,60.0,65.0,52.0,CAM CM ,66.0,49.0,47.0,63.0,53.0,64.0,64.0,60.0,65.0,52.0,60.0
